,leniency,reachability,performance,level
236,9.0,20.0,5.2832037287379885,wwwwwwwwwwwwwwww w.............ww w...........1..w w..............w w..............w ww.....1.......w w..............w w.......g......w w..2...........w w..............w w..............w w..............w w..............w w.......11..w..w w..............w w.........2....w w..1...........w w..............w w..............w w.............3w w.....+........w w.......A......w w.....3........w wwwwwwwwwwwwwwww
237,9.0,21.0,5.327876168789581,wwwwwwwwwwwwwwwww w..........2.w..w w..............ww w...............w w..........w....w w...............w ww...1.1...w....w w.............2.w w...w...g.......w w...............w w...............w w...............w w...............w w........w......w w...............w w...............w w..........2....w w..1........w..ww w...............w ww..............w w..............3w w.3........w....w www...+.........w w.......A.......w w.....3.........w wwwwwwwwwwwwwwwww
238,9.0,22.0,5.365976015021851,wwwwwwwwwwwwwwwwwwwwww w......w.11..........w w........3.3.........w w.w............w.....w w.....+........2.....w w..................A.w w..3.33.............2w w..gw................w wwwwwwwwwwwwwwwwwwwwww
239,9.0,23.0,5.402677381872279,wwwwwwwwwwwwwww w.............w w...........w.w ww............w w.w...........w w....w.2......w w1............w w.............w w.............w w........w1w..w w.............w w......1....3.w w.............w w.....w.w.....w w.......2..w..w wg..........A.w w.....w.......w w...........w.w w......23.....w w....2........w w...+.........w w.............w wwwwwwwwwwwwwww
240,9.0,24.0,5.442417710521793,wwwwwwwwwwwwwwwwwwwwwww w.....................w w....w.............2..w w..............w......w w.........1...w.......w w..2..................w w.....................w w.....................w w.........2...w.....2.w w...w.................w w.....................w w.......w.w..w........w ww....................w w............w......w.w w.................w...w w.........1...2..A.+..w w..........2..........w wg........w...........w w.....................w w.....2..............ww wwwwwwwwwwwwwwwwwwwwwww
241,9.0,25.0,5.476463551931511,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w..2.....................w w...........A............w w.+..............1.......w w...w........g...........w w2...............w.......w w...w.w.....w.....w......w w....2.....w.w.......1...w w.......w............3...w w..................w.....w w..................w.w...w w2.....................w.w w........................w w......w...............w.w w...............1........w w........................w w..............w.........w w.............w..........w w...........w........1...w wwwwwwwwwwwwwwwwwwwwwwwwww
242,9.0,26.0,5.5134287461649825,wwwwwwwwwwwwwww ww............w w.1...g.......w w.............w w.........A...w w...w.......2.w w...1......w..w w.............w w.........w...w w.+w...2.w.w..w w.............w w..2w.......w.w w......3..w.w.w w.w.2..3......w w.............w w.............w w..ww....1....w wwwwwwwwwwwwwww
243,9.0,27.0,5.545177444479562,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w........................w w.....w...............2..w w................w.......w w...........1...w........w w...2....................w w.............1..........w w......................w.w w...........2...w......2.w w....w...................w w........................w w...........w..w.........w ww....................w..w w...3..........w.......w.w w....................w...w w...............2...A.+..w w........................w wg..........w............w w........................w w......2.................w wwwwwwwwwwwwwwwwwwwwwwwwww
244,9.0,28.0,5.579729825986222,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w..2.....................w w............A...........w w.+................1.....w w........................w w...w.........g..........w w2.......................w w...w..w.....w...........w w....2......w.w..........w w....w...w............3..w w...................w....w w...................w.w..w w2.....................w.w w........................w w.......w............1.w.w w.................1......w w........................w w........................w w......w.........w.......w w........................w w.....................1..w wwwwwwwwwwwwwwwwwwwwwwwwww
245,9.0,29.0,5.60947179518496,wwwwwwwwwwwwwwwwwwwwwwwww w................w......w w..................1....w w.......................w w..........w............w w..................3.2..w w..............2........w w.....w.................w w.........w.....g.......w w......2A...............w w..2.....1..............w w..........w..........w.w w.........w3.....2.....ww w.......................w w.........w.........+...w w.......................w w.......................w w.....w.................w w....w..................w wwwwwwwwwwwwwwwwwwwwwwwww
246,9.0,30.0,5.641907070938114,wwwwwwwwwwwwwwwwww w................w w.........1......w w1...............w w.......w........w w................w w..............w.w w.2........w.2...w ww.....2.........w w.............+..w w................w w................w w.....1..w.......w w..1............2w w................w w....2..........ww w.............g..w w.......w........w w................w w................w w...A............w w...........ww...w w................w w................w wwwwwwwwwwwwwwwwww
247,9.0,31.0,5.673323267171493,wwwwwwwwwwwwwwwwwwwwwww w.........2...........w w.......w.............w ww............w.......w w2...2..3..........3..w w..........1A.........w w.w..1..............+.w w.............w.......w w...........w.........w w..g...w..............w w..................w..w w.......w........w.w..w w2.....3w......w......w w................w....w w...w.................w wwwwwwwwwwwwwwwwwwwwwww
248,9.0,32.0,5.700443573390687,wwwwwwwwwwwwwwwwwwwwwwwww w.........2.............w w.......w...............w ww......................w w2...2..3...........3...w w..........1A...........w w.w..1...............+..w w...........w...........w w..g...w................w w.......................w w.......w.........w.w...w w2.....3w.......w.......w w................ww.....w w...w...................w wwwwwwwwwwwwwwwwwwwwwwwww
249,9.0,33.0,5.730099782973574,wwwwwwwwwwwwwwwwwwwwwwww w.........2............w w.......w..............w ww.....................w w2...2..3...........3..w w..........1A..........w w.w..1...............+.w w..............w.......w w...........w..........w w..g...w...............w w......................w w.......w.........w.w..w w2.....3w.......w......w w.................w....w w...w..................w wwwwwwwwwwwwwwwwwwwwwwww
250,9.0,38.0,5.860786223465865,wwwwwwwwwwwwww w..........w.w w....+...w...w w..........3ww w............w w....1.......w w.w..........w w.1........w.w w.3.....3....w w..........w.w w.....2...ww.w w.3..........w w..1....w....w w............w w............w w............w w.w..........w w............w w..A....3....w w.....g......w w............w wwwwwwwwwwwwww
251,9.0,39.0,5.886104031450156,wwwwwwwwwwwwww w............w w.w..w.......w ww...........w ww...2......1w w............w w......A.....w w............w w.....1...g..w w....1.....1.w w............w w............w w............w w...2....2...w w............w w............w w............w w..1.........w w+...........w w.w..........w w3......w...ww w............w wwwwwwwwwwwwww
252,9.0,40.0,5.910796644040527,wwwwwwwwwwwwwwwwwwwwwww w..................+..w w.w...................w w...3.................w w.....................w w......3.............1w w.....................w w.....................w w..........A..w.......w w.............2.......w w..3.w.......w........w w...3............1....w w....w................w w.....................w w.....................w w..w......w...........w w.....................w w.....................w w.....................w w................2....w w....w.........g......w ww.........w.......w.ww w..w...........1......w wwwwwwwwwwwwwwwwwwwwwww
253,9.0,41.0,5.934894195619588,wwwwwwwwwwwww w.........w.w w..+........w w....1....3.w w........w..w w...........w w...........w ww......w...w w...........w w32.........w w...........w w...2.......w w...........w w3..........w w.1...w.....w w...........w w...........w w.3.........w ww..........w w...........w w.A...3.....w w...g...w...w w...........w wwwwwwwwwwwww
254,9.0,42.0,5.958424693029782,wwwwwwwwwwwwww w..........w.w w....+.......w w......1...3.w w.....3......w w....1.......w w............w ww........w..w w1...........w w3......3....w w..........w.w w.....2......w w............w w..1....w....w w............w w............w w............w ww...........w ww...........w w.....w......w w..A.........w w.....g...w..w w............w wwwwwwwwwwwwww
255,10.0,6.0,4.653960350157523,wwwwwwwwwww w...32....w w.1.w....2w w......w.2w w....A2...w w.2+g.....w w.w.....w.w w.....1.w.w w.1......3w w.w...w..ww wwwwwwwwwww
256,10.0,10.0,4.844187086458591,wwwwwwwwwwwwwwww w..............w w...3..........w w......+..g.2..w w...3..........w w.....1......w.w w...w..........w w..2..A..3.....w w...w..w.......w w............www w..............w w......w.ww1...w w.............ww w..............w w..............w w.........ww.1.w w..............w w....w.......22w wwwwwwwwwwwwwwww
257,10.0,13.0,4.997212273764115,wwwwwwwwwwwwwwwwwww ww.......2.w......w w...3......w...3w.w w.................w w........g........w w................2w w..w+.....3...1.w.w w.........w....w.3w w.....A...w3...2w.w w.......1...w.....w wwwwwwwwwwwwwwwwwww
258,10.0,14.0,5.043425116919247,wwwwwwwww w.....2.w w....31.w w.....w.w w......2w w.3....ww w.......w w......gw w....+..w w.......w w.......w w3......w w....32.w ww..2...w w.......w w......Aw w1......w w.......w w.......w wwwwwwwww
259,10.0,16.0,5.135798437050262,wwwwwwwwwwwwww w2....A......w w.w..........w w......w.w...w w............w w....3.......w w.w3.........w w..3........gw w........+...w w............w w............w w............w w..2.....3...w w............w w...w........w w....3.......w w.ww.........w w............w w.......2....w w.2..........w w......3.....w w............w w............w wwwwwwwwwwwwww
260,10.0,17.0,5.181783550292085,wwwwwwwwwwwwwwwwwww w...+g......w....2w w.................w w.................w w.................w w.w..........1...3w w.................w w.w..w1...........w w...............3.w www2..............w w........A........w w.w...2..........ww w.................w w...2....w.......2w w.................w w.................w w......3..........w wwwwwwwwwwwwwwwwwww
261,10.0,18.0,5.220355825078324,wwwwwwwwwwwwwwwww w..............ww w............1..w w...............w w...............w ww......1..w....w w.............2.w w........g......w w...2...........w w...............w w...............w w...............w w...............w w........11..w..w w..........2....w w...1...........w w...............w w..............3w w......+........w w........A......w w......3........w wwwwwwwwwwwwwwwww
262,10.0,19.0,5.262690188904886,wwwwwwwwwwwwwwww w.............ww w...........1..w w..............w w..............w ww.....1..w....w w............2.w w.......g......w w..2...........w w..............w w..............w w..............w w..............w w.......11..w..w w.........2....w w..1...........w w..............w w..............w w.............3w ww....+........w w.......A......w w.....3........w wwwwwwwwwwwwwwww
263,10.0,20.0,5.303304908059076,wwwwwwwwwwwwwwwww w.w........2.w..w w..............ww w...............w w..........w....w w...............w ww...1.1...w....w w.............2.w w...w...g.......w w...............w w...............w w...............w w.....2.........w ww.......w......w w...............w w..........2....w w..1........w..ww w...............w ww..............w w..............3w w.3........w....w www...+.........w w.......A.......w w.....3.........w wwwwwwwwwwwwwwwww
264,10.0,21.0,5.342334251964811,wwwwwwwwwwwwwwww w.........2.w..w w.............ww w..............w w.....2...w....w w..............w ww...1.1..w....w w...........w2.w w...w...g......w w..............w w..............w w..............w w.w............w w........w.....w w..............w w..............w w.........2....w w..1.......w..ww w..............w ww.............w w.............3w w.3.......w....w www...+........w w.......A......w w.....3........w wwwwwwwwwwwwwwww
265,10.0,22.0,5.37989735354046,wwwwwwwwwwwwwwwww w.........2.w...w w..............ww w...............w w...............w w...............w ww....1...w.....w w............2..w w...w..g........w w...............w w.............w.w w...............w w...............w w...............w w...............w w..w....w.......w w......1.1......w w........32.....w w..1.......w...ww w...............w ww..............w w..............3w w.3.......w.....w ww...+..........w w......A........w w..w............w wwwwwwwwwwwwwwwww
266,10.0,23.0,5.420534999272286,wwwwwwwwwwwwwww w.............w w...........w.w w.............w w.w...........w w....w.2......w w1............w w.............w w.............w w.........1w..w w.............w w3.....1....3.w w.............w w.............w w.....w.w.....w w.......2..w..w wg..........A.w w.....w.......w w...........w.w w......23.....w w....2........w w...+.........w w.............w wwwwwwwwwwwwwww
267,10.0,24.0,5.455321115357702,wwwwwwwwwwwwwwwwwwwwwww w.....................w w.....................w w....w.............2..w w.....................w w..........1...w......w w..2..................w w............1........w w.....................w w...w.................w w.....................w w.......w..w..w.......w ww....................w w..3..........w.....w.w w.........2.......w...w w..........1...2.A.+..w w...........2.........w wg.........w..........w w.....................w w.....2...............w wwwwwwwwwwwwwwwwwwwwwww
268,10.0,25.0,5.488937726156687,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w..2..............1.....w w...........A...........w w.+..............1......w w...w........g..........w w2......................w w...w.w.....w.....w.....w w....2.....w.w.......1..w w.......w............3..w w..................w....w w..................w.w..w w2....................w.w w.......................w w......w..............w.w w...............1.......w w.......................w w..............w........w w.............w.........w w....................1..w wwwwwwwwwwwwwwwwwwwwwwwww
269,10.0,26.0,5.5254529391317835,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......................w w....w...............2..w w...............w.......w w..........1...w........w w..2....................w w............1..........w w.......................w w..........2...w......2.w w...w...................w w.......................w w..........w..w.........w ww......................w w..3..........w.......w.w w.........2.........w...w w..............2...A.+..w w.......................w wg.........w............w w.......................w w.....2.................w wwwwwwwwwwwwwwwwwwwwwwwww
270,10.0,27.0,5.556828061699537,wwwwwwwwwwwwwwwwwwwwwwwwww w........................w w..2...............1.....w w............A...........w w.+...............1......w w...w.........g..........w w2.......................w w...w..w.....w.....w.....w w....2......w.w.......1..w w....w...w............3..w w...................w....w w...................w.w..w w2.....................w.w w........................w w.......w..............w.w w........w.......1.......w w........................w w........................w w...............w........w w..............w.........w w.....................1..w wwwwwwwwwwwwwwwwwwwwwwwwww
271,10.0,28.0,5.5909869805108565,wwwwwwwwwwwwwwwwwwwwwwww w...............w......w w.................1....w w......................w w..........w...........w w.................3.2..w w.............2........w w.....w................w w.........w....g.......w w......2A..............w w..2.....1.............w w..........w.........w.w w.........w3....2.....ww w......................w w.........w........+...w w......................w w......................w w...................3..w w.....w................w w....w.................w wwwwwwwwwwwwwwwwwwwwwwww
272,10.0,29.0,5.62040086571715,wwwwwwwwwwwww w......w..g.w w........1..w w...........w w....2......w w.w...3...w.w w...........w w.....w.....w w....w......w w......1....w w...........w w...........w w1..ww....w.w w....1.ww3.1w w.+.....A...w w.........3.w w.........2.w w.........w.w w...........w w.........w.w wwwwwwwwwwwww
273,10.0,30.0,5.652489180268651,wwwwwwwwww w2..w....w w...3..w.w w.....2..w w........w w........w w........w w........w w........w w..1.....w w......3.w wg..w..2.w ww...w...w w.......3w w.A......w w........w w...w....w w.......2w ww3......w w...1....w w..w....+w wwwwwwwwww
274,10.0,32.0,5.71042701737487,wwwwwwwwwww w2..w.....w w...3...w.w w......2..w w....2....w w.........w w.........w w.........w w.........w w.........w w....2....w wg......2.w ww....w...w w........3w w.A.......w w.........w w...w.....w w........2w ww3.......w w...1.....w w..w.....+w wwwwwwwwwww
275,10.0,34.0,5.765191102784844,wwwwwwwwwwwww w..........1w w...+.......w w...........w w....3......w w...1.......w w...........w ww.....2.w..w w1..........w w....2..w...w w....2......w w3..........w w...........w w...........w w.....w.....w w...........w w.A...3w....w w....g..3...w w...........w wwwwwwwwwwwww
276,10.0,39.0,5.8916442118257715,wwwwwwwwwwwwwwww w.1............w w..w.ww........w w.w............w w.w...2.......1w w..............w w.......A......w w..............w w......1...g...w w.....1......1.w w..............w w..............w w..............w w....2....2....w w..............w w..............w w..............w w...1..........w w.+............w w..ww..........w w.3......w....ww wwwwwwwwwwwwwwww
277,10.0,40.0,5.916202062607435,wwwwwwwwwwwwwwwwwwwwwwww w.........2.w..........w w..ww..................w w..2.1...............1.w w.......w..............w w....3.................w w....ww.........w......w w.2..................w.w wA.....................w w....................w.w w......3w.2............w w............3.........w w...wg............w....w w...............1......w w.................+w...w wwwwwwwwwwwwwwwwwwwwwwww
278,10.0,42.0,5.963579343618446,wwwwwwwwwwwwwww w...........w.w w.............w w...+.........w w......1....3.w w....3.....w..w w...1.........w w.............w ww............w w.............w w32...........w w...........w.w w....2........w w.............w w3............w w.1.....w.....w w.............w w.............w w.............w ww............w w..w..........w w.A.....3.....w w....g....w...w w.............w wwwwwwwwwwwwwww
279,11.0,10.0,4.897839799950911,wwwwwwwwwwwwww w............w w............w w...3.......2w w.w..........w w.w....+..g.2w w..w3........w w............w w...w.......2w w..2..A..3...w w..........w.w w.2...w.....ww w......w.ww..w ww..........1w w............w w............w w.........w1.w w............w w...........1w w....w.......w wwwwwwwwwwwwww
280,11.0,15.0,5.117993812416755,wwwwwwwww w...w...w w......1w w...A...w w..1....w w.....w.w w.....1.w w.......w w...+.w.w w..1.3..w w.......w w..w.1www w...3...w w..2...3w w..3..w.w w.......w w...gw..w w...w..3w wwwwwwwww
281,11.0,16.0,5.1647859739235145,wwwwwwwwwwwwwwwwww w...+g...1.w.....w w................w w................w w.w..............w w.w.........1...3w w.w..w...........w ww.........2...3.w www2w......w...w.w w........A.......w www...2........www w...2....w......2w w................w w................w w......3.....2...w wwwwwwwwwwwwwwwwww
282,11.0,18.0,5.247024072160486,wwwwwwwwwwwwwwwwwwww w...+g...1.w...2...w w..................w w..................w w..................w w.w................w w.w.........1.....3w w..................w w.w..w1............w ww...............3.w www........w.......w w........A.........w w.w...2...........ww w...2....w........2w w..................w w..................w w......3.......2...w wwwwwwwwwwwwwwwwwwww
283,11.0,19.0,5.288267030694535,wwwwwwwwwwwwwwww w.........2.w..w w.............ww w...........1..w w..............w w..............w ww...1.1..w....w w............2.w w...w...g......w w..............w w..............w w..............w w..............w w..............w w.......11.....w w.........2....w w..1...........w w..............w ww.............w w.............3w ww....+........w w.......A......w w.....3........w wwwwwwwwwwwwwwww
284,11.0,20.0,5.3230099791384085,wwwwwwwwwwwwwwwww w..........2.w..w w..............ww w...............w w...............w w...............w ww...1.1...w....w w.............2.w w...w...g.......w w...............w w...............w w...............w w...............w w........w......w w.......1.1.....w w..........2....w w..1........w..ww w...............w ww..............w w..............3w w.3........w....w ww....+.........w w.......A.......w w.....3.........w wwwwwwwwwwwwwwwww
285,11.0,21.0,5.3612921657094255,wwwwwwwwwwwwwwwwwww w.....w....3......w w....w........w...w w...2.......1.....w w.......1.........w w....w.......2....w w.......1.....w...w w......2..........w ww..1w........ww..w w.................w w................3w wA................w w.................w w......w..w.......w w.................w w............w...3w w............g....w w.w..........+....w w.1....w..........w wwwwwwwwwwwwwwwwwww
286,11.0,22.0,5.3981627015177525,wwwwwwwwwwwwwwwwwwwwwwww w............w...2.....w w......................w w.......2..............w w......2.......2......ww w......................w w....2........w........w w2......w...3..........w w.........+.....2w.....w w............2.w.......w w......................w w.....w....2...........w w..w...A...............w w......................w w......................w w1............w........w w....g.......w.........w wwwwwwwwwwwwwwwwwwwwwwww
287,11.0,23.0,5.43372200355424,wwwwwwwwwwwwwwwwwww w.....w....3......w w....w........w...w w...2.......1.....w w.......1.........w w....w.......2....w w.......1.....w...w w......2..........w ww..1.........ww..w w.................w w................3w wA................w w.................w w......w..w.......w w.................w w............w...3w w............g....w w.................w w............+....w w.1....w..........w wwwwwwwwwwwwwwwwwww
288,11.0,24.0,5.472270673671475,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......w3............w.w w.31..............A.....w ww.....w................w w.......................w w............2..........w w.............w.......w.w w.......................w w........2..............w w.................2.....w w....w..w...............w w..1.........+.......w..w w.........w.........1...w w.........w.............w w.......w...........w...w w........3..............w w.......................w ww.................1...ww w...3......w..g.........w wwwwwwwwwwwwwwwwwwwwwwwww
289,11.0,25.0,5.5053315359323625,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......................w w..2..............1.....w w...........A...........w w.+..............1......w w...w........g..........w w2...................1..w w...w.w.....w.....w.....w w....2.....w.w.......1..w w....w..w............3..w w..................w....w w..................w.w..w w2....................w.w w.......................w w......w..............w.w w.......w.......1.......w w.......................w w.......................w w..............w........w w.............w.........w w....................1..w wwwwwwwwwwwwwwwwwwwwwwwww
290,11.0,27.0,5.568344503761097,wwwwwwwwwwwwwwwwwwwwwwww w......................w w......................w w.......w...........ww.w w.............2......w.w w.....3.A..........w...w w...2..w...............w w......................w w...w.........+.w......w w......................w w......................w w.........3............w w......................w w.......1..............w w.........2.......2....w w..........3...w.......w w......3...............w w.....w................w w...........w.......w..w w.....www.w............w w........w.........w...w w..............w......3w w.......3...g..........w wwwwwwwwwwwwwwwwwwwwwwww
291,11.0,30.0,5.662960480135946,wwwwwwwwwwwwwwwwwwwwwww w....w1...3...........w w.....................w w.....................w w.........w..........2w w....1........+.......w w2....................w w.....................w w....w.......3.......ww w......3..............w w............1........w w...............2.....w w...........w3........w w......gw...2w.....A..w w.....................w w.www.................w w.......w.............w wwwwwwwwwwwwwwwwwwwwwww
292,11.0,33.0,5.746203190540153,wwwwwwwwwwwwwwwwwwww w.g.............2..w w..................w w...........w......w w...........2......w w...........2......w w......2A...w......w w..................w w..................w w..w...............w w..................w w........w.........w w.....3...w........w w..w...1..1.1....w.w w..2...............w w..................w w....+............2w w..............1...w wwwwwwwwwwwwwwwwwwww
293,11.0,34.0,5.7745515455444085,wwwwwwwwwwwwwww w.............w w............1w w...+.........w w.............w w....3........w w...1.........w w.............w w......2......w w1............w w32...3.......w w....2..w.....w w....2........w w.............w w.............w w.............w w.............w w.A...3w......w w....g........w w.............w wwwwwwwwwwwwwww
294,11.0,35.0,5.799092654460526,wwwwwwwwwwwwwwwwwwwww w.g..............2..w w...................w w............w......w w.1................ww w............2......w w............2......w w.......2A...w......w w...................w w...................w w...w...............w w.................w.w w.........w.........w w..w...3...w........w w...w......1.1....w.w w...2...............w w...................w w.....+............2w w...............1...w wwwwwwwwwwwwwwwwwwwww
295,11.0,36.0,5.82600010738045,wwwwwwwwwwwwwwwwwww w.......3.w.......w w..w......w..1....w w..w..............w w.wA.......3....w.w w.........w......ww w.................w ww........w.......w w..............1.ww w..............1..w w.............1...w w.............g...w w.......1.........w w.................w w........w........w w....w.....w....2.w ww..........3...w.w w..........w......w w.+..12..w........w wwwwwwwwwwwwwwwwwww
296,11.0,39.0,5.8998973535824915,wwwwwwwwwwwwwwwwwwwwwww w..................+..w w.w...................w w...3.................w w.....................w w......3.............1w w.....................w w.....................w w..........A..w.......w w.............2.......w w..3.w.......w........w w...3............1....w w....w................w w..............2......w w...................w.w w..w......w...........w w.....................w w..3..................w w................2....w w....w.........g......w ww.........w.......w.ww w..w...........1......w wwwwwwwwwwwwwwwwwwwwwww
297,11.0,40.0,5.921578419643816,wwwwwwwwwwwwwwwwwwwwww w.................+..w w....................w w..3.................w w....................w w.....3.............1w w....................w w....................w w.........A..w.......w w............2.......w w.3.w.......w........w w..3............1....w w...w................w w....................w w....................w w.w......w...........w w....................w w....................w w...............2....w w...............2....w w...w.........g......w ww........w.......w.ww w.....1..............w w.w...........1......w wwwwwwwwwwwwwwwwwwwwww
298,11.0,41.0,5.945420608606575,wwwwwwwwwwwwwwwwwwwwwwwww w....................+..w w.......................w w.......................w w...................2...w w......3...............1w w.......................w w.......................w w...........A..w........w w..............2........w w...3w........w..2......w w.................1.....w w2w..w..................w w...............2.......w w.....................w.w w...w......w............w w............2..........w w.......................w w...3...................w w....w..........g.......w ww..........w........w.ww wwwwwwwwwwwwwwwwwwwwwwwww
299,11.0,43.0,5.988961416889864,wwwwwwwwwwwwwwwwwwwwwwww w...................+..w w................1.....w w...3..................w w......................w w......3..............1w w......................w w......................w w..........A..w........w w.............2........w w......................w w..3.w.......w.........w w...3............1....3w w....w.................w w......................w w......................w w..w......w............w w......................w w......................w w......................w w................2.....w w....w.........g.......w ww.........w........w.ww w..w...........1.......w wwwwwwwwwwwwwwwwwwwwwwww
300,11.0,50.0,6.133398042996649,wwwwwwwwwwwwwwwwwwwwww w....................w w+......w............w w....3......w........w w..........1.......1.w w....................w w.................A..w w....1...............w ww..w.........1......w w...................ww w.....w..w..2........w w..w.................w w..........w.....1...w w....................w w...................ww ww.......w...........w w............2.......w w....................w w.............1......w w.................1..w w....................w w............3.......w w....................w w...................gw wwwwwwwwwwwwwwwwwwwwww
301,12.0,6.0,4.795790545596741,wwwwwwwwwwww w...32.....w w.1.w.....2w w.......w.2w w....A.2.2.w w.2+g......w w........w.w w......1.w.w w.1.......3w w......3...w w.w....w..ww wwwwwwwwwwww
302,12.0,10.0,4.948759890378168,wwwwwwwwwwwwwwww w..............w w...3.........2w w.w....+..g...2w w...3..........w w.....1........w w...w.........2w w..2..A..3.....w w...........ww.w w.............ww w......w.ww1...w ww...........w1w w..............w w..............w w.........w.1..w w..............w w.............1w w....w.....w...w wwwwwwwwwwwwwwww
303,12.0,14.0,5.111987788356544,wwwwwwwww w.....2.w w....31.w w.......w w......2w w.3.....w w.......w w...2..gw w....+..w w.......w w.......w w3......w w....32.w ww..2...w w.......w w......Aw w1.....1w w.......w wwwwwwwww
304,12.0,17.0,5.231108616854587,wwwwwwwwwwwwwwwwwww w...+g..1.w...2...w w.................w w.................w w.................w w.w........2.2....w w.w........1.....3w w.................w w.w..w1...........w ww..............3.w www...............w w.......A.........w w.w...2..........ww w...2...w........2w w.................w w.................w w.............2...w wwwwwwwwwwwwwwwwwww
305,12.0,18.0,5.272999558563747,wwwwwwwwwwwwwwwwwwwwwwwww w...............1.......w w.w....w....w...........w w3....................2.w w.............2.......1.w w.11.......1............w w.....w.................w w.....w.................w w...........2...........w w.........w...g........2w w...2......+............w w....2......w...........w w.......................w wwA.....................w w.............w.........w wwwwwwwwwwwwwwwwwwwwwwwww
306,12.0,19.0,5.308267697401205,wwwwwwwwwwwwwwwwwwwwwwww w...............1......w w.w....w....w..........w w3...................2.w w.............2......1.w w.11.......1...........w w.....w................w w.....w................w w...........2..........w w.........w...g.......2w w...2......+...........w w....2......w..........w w.....................ww w......................w wwA....................w w.............w........w wwwwwwwwwwwwwwwwwwwwwwww
307,12.0,21.0,5.384495062789089,wwwwwwwwwwwwwwwwww w..........2.w...w w...............ww w................w w................w w................w ww...1.1...w.....w w.............2..w w...w...g........w w................w w..............w.w w................w w................w w................w w........w.......w w.......1.1......w w.........32.....w w..1........w...ww w................w ww...............w w...............3w w.3........w.....w ww....+..........w w.......A........w w.....3..........w wwwwwwwwwwwwwwwwww
308,12.0,23.0,5.4510384535657,wwwwwwwwwwwwwwwww w11.............w w..........3...3w w.....w2.3..w...w w....g..A.......w w...............w w...w....w......w w.............w.w w...............w w.........w.....w w............1..w w..+........w..1w w...............w w...........2...w w..........w....w w..........1....w w..............2w w............1..w w.....w.........w wwwwwwwwwwwwwwwww
309,12.0,24.0,5.484796933490654,wwwwwwwwwwwwwwwwwwwwwww w.....................w w.....................w w....w.............2..w w..............w......w w.........1...w.......w w..2..................w w...........1.........w w.....................w w.........2...w.....2.w w...w.................w w.....................w w.......w.w..w........w ww....................w w..3.........w......w.w w........2........w...w w.........1...2..A.+..w w..........2..........w wg........w...........w w.....................w w.....2..............ww wwwwwwwwwwwwwwwwwwwwwww
310,12.0,25.0,5.521460917862246,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w..2......w.......1.....w w...........A...........w w.+..............1......w w...w........g..........w w2......................w w....2.....w.w.......1..w w.......w............3..w w..................w....w w..................w.w..w w2....................w.w w....................3..w w......w..............w.w w...............1.......w w.......................w w..............w........w w.............w.......2.w w....................1..w wwwwwwwwwwwwwwwwwwwwwwwww
311,12.0,26.0,5.552959584921617,wwwwwwwwwwwwwwww w.w............w w3.1...g.......w w..............w w..........A...w w....w.......2.w w....1......w..w w.1............w w..........w...w w..+w...2.w.w..w w..............w w...2w.......w.w w............w.w w2.w.2..3......w w..............w w............2.w w...w.....1....w wwwwwwwwwwwwwwww
312,12.0,27.0,5.583496308781699,wwwwwwwwwwwwwwwwwwwwwwwww w.......................w w.......................w w........w...w.......ww.w w..............2......w.w w......3.A..........w...w w...2...w...............w w.......................w w...w..........+.w......w w.......................w w.......................w w....1.....3............w w.......................w w........1..............w w..........2.......2....w w...........3...w.......w w.......3...............w w......w................w w............w.......w..w w......www.w............w w.........w.........w...w w...............w......3w w........3...g..........w wwwwwwwwwwwwwwwwwwwwwwwww
313,12.0,28.0,5.6131281063880705,wwwwwwwwwwww w.....w....w w+1.......ww w..........w w..........w w3....21..ww w22....w.w.w w..........w ww3.....w..w w..2....1..w w.A..w.....w w..1..2.1..w w.....w.g..w wwwwwwwwwwww
314,12.0,30.0,5.673323267171493,wwwwwwwwwwww w.....w....w w+1.......ww w..........w w..........w w3....21...w w22....w.w.w w.......1..w w..........w ww3.....w..w w.......1..w w.A........w w..1..2.1..w w.....w.g..w wwwwwwwwwwww
315,12.0,31.0,5.700443573390687,wwwwwwwwwwwwwwww ww.............w w2.w...w.......w w..............w w......1.w..1..w w..............w w..............w w........w.....w w..............w w...1..+.w.....w w.....1........w w..............w w..............w w...2......w...w w........33.w..w w..............w w..............w ww...3.........w w.A...w........w w.g...........3w w..............w w...w..3......1w wwwwwwwwwwwwwwww
316,12.0,32.0,5.730099782973574,wwwwwwwwwwwwwwwwwww ww................w w.................w w...w...w.........w w.................w w.......13w....1..w w.................w w.................w w.........w.......w w.................w w..w.1..+.w.......w w......1.......3..w w.................w w.2...............w w....2.......w....w w.........3....w..w w.................w w.................w ww................w w..A...w..........w w...............w.w w.wg.............3w w.............ww..w w....w..3........1w wwwwwwwwwwwwwwwwwww
